-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
-6.40,-3.88,1
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
6.99,6.36,2
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
-5.38,6.60,3
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
8.04,-7.10,4
